Grid_Num,Join_Count,GRID_ID,coords,X,Y,NBR_LANES,TY_TERRAIN,FUNC_CLASS,Center_Lat,Center_Long
49,26,AS-27,"-85.13968530291544, 34.9916014067627, -85.14213588449195, 34.98735687496435, -85.14703704764469, 34.98735687496435, -85.14948762922103, 34.9916014067627, -85.14703704764469, 34.995845938561274, -85.14213588449195, 34.995845938561274, -85.13968530291544, 34.9916014067627","-85.13968530291544, -85.14213588449195, -85.14703704764469, -85.14948762922103, -85.14703704764469, -85.14213588449195, -85.13968530291544","34.9916014067627, 34.98735687496435, 34.98735687496435, 34.9916014067627, 34.995845938561274, 34.995845938561274, 34.9916014067627",2,2,19,34.99160141,-85.14458647
50,11,AT-27,"-85.13233355818636, 34.995845938561274, -85.1347841397627, 34.9916014067627, -85.13968530291544, 34.9916014067627, -85.14213588449195, 34.995845938561274, -85.13968530291544, 35.00009047035968, -85.1347841397627, 35.00009047035968, -85.13233355818636, 34.995845938561274","-85.13233355818636, -85.1347841397627, -85.13968530291544, -85.14213588449195, -85.13968530291544, -85.1347841397627, -85.13233355818636","34.995845938561274, 34.9916014067627, 34.9916014067627, 34.995845938561274, 35.00009047035968, 35.00009047035968, 34.995845938561274",2,2,19,34.99584594,-85.13723472
51,9,AU-27,"-85.12498181345711, 34.9916014067627, -85.12743239503351, 34.98735687496435, -85.13233355818636, 34.98735687496435, -85.1347841397627, 34.9916014067627, -85.13233355818636, 34.995845938561274, -85.12743239503351, 34.995845938561274, -85.12498181345711, 34.9916014067627","-85.12498181345711, -85.12743239503351, -85.13233355818636, -85.1347841397627, -85.13233355818636, -85.12743239503351, -85.12498181345711","34.9916014067627, 34.98735687496435, 34.98735687496435, 34.9916014067627, 34.995845938561274, 34.995845938561274, 34.9916014067627",2,2,19,34.99160141,-85.12988298
52,35,K-26,"-85.38964462370808, 35.00009047035968, -85.39209520528453, 34.995845938561274, -85.39699636843727, 34.995845938561274, -85.39944695001367, 35.00009047035968, -85.39699636843727, 35.004335002158086, -85.39209520528453, 35.004335002158086, -85.38964462370808, 35.00009047035968","-85.38964462370808, -85.39209520528453, -85.39699636843727, -85.39944695001367, -85.39699636843727, -85.39209520528453, -85.38964462370808","35.00009047035968, 34.995845938561274, 34.995845938561274, 35.00009047035968, 35.004335002158086, 35.004335002158086, 35.00009047035968",4,2,11,35.00009047,-85.39454579
53,12,M-26,"-85.37494113424975, 35.00009047035968, -85.37739171582609, 34.995845938561274, -85.38229287897894, 34.995845938561274, -85.38474346055534, 35.00009047035968, -85.38229287897894, 35.004335002158086, -85.37739171582609, 35.004335002158086, -85.37494113424975, 35.00009047035968","-85.37494113424975, -85.37739171582609, -85.38229287897894, -85.38474346055534, -85.38229287897894, -85.37739171582609, -85.37494113424975","35.00009047035968, 34.995845938561274, 34.995845938561274, 35.00009047035968, 35.004335002158086, 35.004335002158086, 35.00009047035968",2,2,16,35.00009047,-85.3798423
54,8,Q-26,"-85.34553415533298, 35.00009047035968, -85.34798473690932, 34.995845938561274, -85.35288590006218, 34.995845938561274, -85.35533648163857, 35.00009047035968, -85.35288590006218, 35.004335002158086, -85.34798473690932, 35.004335002158086, -85.34553415533298, 35.00009047035968","-85.34553415533298, -85.34798473690932, -85.35288590006218, -85.35533648163857, -85.35288590006218, -85.34798473690932, -85.34553415533298","35.00009047035968, 34.995845938561274, 34.995845938561274, 35.00009047035968, 35.004335002158086, 35.004335002158086, 35.00009047035968",2,2,19,35.00009047,-85.35043532
55,21,R-26,"-85.33818241060374, 35.004335002158086, -85.34063299218019, 35.00009047035968, -85.34553415533298, 35.00009047035968, -85.34798473690932, 35.004335002158086, -85.34553415533298, 35.008579533956436, -85.34063299218019, 35.008579533956436, -85.33818241060374, 35.004335002158086","-85.33818241060374, -85.34063299218019, -85.34553415533298, -85.34798473690932, -85.34553415533298, -85.34063299218019, -85.33818241060374","35.004335002158086, 35.00009047035968, 35.00009047035968, 35.004335002158086, 35.008579533956436, 35.008579533956436, 35.004335002158086",2,2,19,35.004335,-85.34308357
56,4,S-26,"-85.3308306658746, 35.00009047035968, -85.333281247451, 34.995845938561274, -85.33818241060374, 34.995845938561274, -85.34063299218019, 35.00009047035968, -85.33818241060374, 35.004335002158086, -85.333281247451, 35.004335002158086, -85.3308306658746, 35.00009047035968","-85.3308306658746, -85.333281247451, -85.33818241060374, -85.34063299218019, -85.33818241060374, -85.333281247451, -85.3308306658746","35.00009047035968, 34.995845938561274, 34.995845938561274, 35.00009047035968, 35.004335002158086, 35.004335002158086, 35.00009047035968",2,2,19,35.00009047,-85.33573183
57,153,T-26,"-85.32347892114541, 35.004335002158086, -85.32592950272175, 35.00009047035968, -85.3308306658746, 35.00009047035968, -85.333281247451, 35.004335002158086, -85.3308306658746, 35.008579533956436, -85.32592950272175, 35.008579533956436, -85.32347892114541, 35.004335002158086","-85.32347892114541, -85.32592950272175, -85.3308306658746, -85.333281247451, -85.3308306658746, -85.32592950272175, -85.32347892114541","35.004335002158086, 35.00009047035968, 35.00009047035968, 35.004335002158086, 35.008579533956436, 35.008579533956436, 35.004335002158086",2,2,19,35.004335,-85.32838008
58,17,U-26,"-85.31612717641616, 35.00009047035968, -85.31857775799256, 34.995845938561274, -85.32347892114541, 34.995845938561274, -85.32592950272175, 35.00009047035968, -85.32347892114541, 35.004335002158086, -85.31857775799256, 35.004335002158086, -85.31612717641616, 35.00009047035968","-85.31612717641616, -85.31857775799256, -85.32347892114541, -85.32592950272175, -85.32347892114541, -85.31857775799256, -85.31612717641616","35.00009047035968, 34.995845938561274, 34.995845938561274, 35.00009047035968, 35.004335002158086, 35.004335002158086, 35.00009047035968",2,2,19,35.00009047,-85.32102834
59,115,V-26,"-85.30877543168691, 35.004335002158086, -85.31122601326342, 35.00009047035968, -85.31612717641616, 35.00009047035968, -85.31857775799256, 35.004335002158086, -85.31612717641616, 35.008579533956436, -85.31122601326342, 35.008579533956436, -85.30877543168691, 35.004335002158086","-85.30877543168691, -85.31122601326342, -85.31612717641616, -85.31857775799256, -85.31612717641616, -85.31122601326342, -85.30877543168691","35.004335002158086, 35.00009047035968, 35.00009047035968, 35.004335002158086, 35.008579533956436, 35.008579533956436, 35.004335002158086",2,2,19,35.004335,-85.31367659
60,19,W-26,"-85.30142368695783, 35.00009047035968, -85.30387426853423, 34.995845938561274, -85.30877543168691, 34.995845938561274, -85.31122601326342, 35.00009047035968, -85.30877543168691, 35.004335002158086, -85.30387426853423, 35.004335002158086, -85.30142368695783, 35.00009047035968","-85.30142368695783, -85.30387426853423, -85.30877543168691, -85.31122601326342, -85.30877543168691, -85.30387426853423, -85.30142368695783","35.00009047035968, 34.995845938561274, 34.995845938561274, 35.00009047035968, 35.004335002158086, 35.004335002158086, 35.00009047035968",2,2,19,35.00009047,-85.30632485
61,34,X-26,"-85.29407194222858, 35.004335002158086, -85.29652252380498, 35.00009047035968, -85.30142368695783, 35.00009047035968, -85.30387426853417, 35.004335002158086, -85.30142368695783, 35.008579533956436, -85.29652252380498, 35.008579533956436, -85.29407194222858, 35.004335002158086","-85.29407194222858, -85.29652252380498, -85.30142368695783, -85.30387426853417, -85.30142368695783, -85.29652252380498, -85.29407194222858","35.004335002158086, 35.00009047035968, 35.00009047035968, 35.004335002158086, 35.008579533956436, 35.008579533956436, 35.004335002158086",2,2,19,35.004335,-85.29897311
62,250,Y-26,"-85.28672019749939, 35.00009047035968, -85.28917077907573, 34.995845938561274, -85.29407194222858, 34.995845938561274, -85.29652252380498, 35.00009047035968, -85.29407194222858, 35.004335002158086, -85.28917077907573, 35.004335002158086, -85.28672019749939, 35.00009047035968","-85.28672019749939, -85.28917077907573, -85.29407194222858, -85.29652252380498, -85.29407194222858, -85.28917077907573, -85.28672019749939","35.00009047035968, 34.995845938561274, 34.995845938561274, 35.00009047035968, 35.004335002158086, 35.004335002158086, 35.00009047035968",2,2,19,35.00009047,-85.29162136
63,134,Z-26,"-85.27936845277014, 35.004335002158086, -85.28181903434665, 35.00009047035968, -85.28672019749939, 35.00009047035968, -85.28917077907573, 35.004335002158086, -85.28672019749939, 35.008579533956436, -85.28181903434665, 35.008579533956436, -85.27936845277014, 35.004335002158086","-85.27936845277014, -85.28181903434665, -85.28672019749939, -85.28917077907573, -85.28672019749939, -85.28181903434665, -85.27936845277014","35.004335002158086, 35.00009047035968, 35.00009047035968, 35.004335002158086, 35.008579533956436, 35.008579533956436, 35.004335002158086",2,2,19,35.004335,-85.28426962
64,61,AA-26,"-85.27201670804106, 35.00009047035968, -85.2744672896174, 34.995845938561274, -85.27936845277014, 34.995845938561274, -85.28181903434665, 35.00009047035968, -85.27936845277014, 35.004335002158086, -85.2744672896174, 35.004335002158086, -85.27201670804106, 35.00009047035968","-85.27201670804106, -85.2744672896174, -85.27936845277014, -85.28181903434665, -85.27936845277014, -85.2744672896174, -85.27201670804106","35.00009047035968, 34.995845938561274, 34.995845938561274, 35.00009047035968, 35.004335002158086, 35.004335002158086, 35.00009047035968",2,2,19,35.00009047,-85.27691787
65,29,AB-26,"-85.26466496331182, 35.004335002158086, -85.26711554488821, 35.00009047035968, -85.27201670804106, 35.00009047035968, -85.2744672896174, 35.004335002158086, -85.27201670804106, 35.008579533956436, -85.26711554488821, 35.008579533956436, -85.26466496331182, 35.004335002158086","-85.26466496331182, -85.26711554488821, -85.27201670804106, -85.2744672896174, -85.27201670804106, -85.26711554488821, -85.26466496331182","35.004335002158086, 35.00009047035968, 35.00009047035968, 35.004335002158086, 35.008579533956436, 35.008579533956436, 35.004335002158086",2,2,19,35.004335,-85.26956613
66,31,AF-26,"-85.23525798439505, 35.004335002158086, -85.23770856597139, 35.00009047035968, -85.24260972912424, 35.00009047035968, -85.24506031070064, 35.004335002158086, -85.24260972912424, 35.008579533956436, -85.23770856597139, 35.008579533956436, -85.23525798439505, 35.004335002158086","-85.23525798439505, -85.23770856597139, -85.24260972912424, -85.24506031070064, -85.24260972912424, -85.23770856597139, -85.23525798439505","35.004335002158086, 35.00009047035968, 35.00009047035968, 35.004335002158086, 35.008579533956436, 35.008579533956436, 35.004335002158086",2,2,19,35.004335,-85.24015915
67,486,AH-26,"-85.22055449493655, 35.004335002158086, -85.22300507651306, 35.00009047035968, -85.2279062396658, 35.00009047035968, -85.2303568212422, 35.004335002158086, -85.2279062396658, 35.008579533956436, -85.22300507651306, 35.008579533956436, -85.22055449493655, 35.004335002158086","-85.22055449493655, -85.22300507651306, -85.2279062396658, -85.2303568212422, -85.2279062396658, -85.22300507651306, -85.22055449493655","35.004335002158086, 35.00009047035968, 35.00009047035968, 35.004335002158086, 35.008579533956436, 35.008579533956436, 35.004335002158086",2,2,19,35.004335,-85.22545566
68,175,AI-26,"-85.21320275020747, 35.00009047035968, -85.21565333178387, 34.995845938561274, -85.22055449493655, 34.995845938561274, -85.22300507651306, 35.00009047035968, -85.22055449493655, 35.004335002158086, -85.21565333178387, 35.004335002158086, -85.21320275020747, 35.00009047035968","-85.21320275020747, -85.21565333178387, -85.22055449493655, -85.22300507651306, -85.22055449493655, -85.21565333178387, -85.21320275020747","35.00009047035968, 34.995845938561274, 34.995845938561274, 35.00009047035968, 35.004335002158086, 35.004335002158086, 35.00009047035968",2,2,19,35.00009047,-85.21810391
69,661,AJ-26,"-85.20585100547828, 35.004335002158086, -85.20830158705462, 35.00009047035968, -85.21320275020747, 35.00009047035968, -85.21565333178387, 35.004335002158086, -85.21320275020747, 35.008579533956436, -85.20830158705462, 35.008579533956436, -85.20585100547828, 35.004335002158086","-85.20585100547828, -85.20830158705462, -85.21320275020747, -85.21565333178387, -85.21320275020747, -85.20830158705462, -85.20585100547828","35.004335002158086, 35.00009047035968, 35.00009047035968, 35.004335002158086, 35.008579533956436, 35.008579533956436, 35.004335002158086",4,1,11,35.004335,-85.21075217
70,0,AK-26,"-85.19849926074903, 35.00009047035968, -85.20094984232549, 34.995845938561274, -85.20585100547828, 34.995845938561274, -85.20830158705462, 35.00009047035968, -85.20585100547828, 35.004335002158086, -85.20094984232549, 35.004335002158086, -85.19849926074903, 35.00009047035968","-85.19849926074903, -85.20094984232549, -85.20585100547828, -85.20830158705462, -85.20585100547828, -85.20094984232549, -85.19849926074903","35.00009047035968, 34.995845938561274, 34.995845938561274, 35.00009047035968, 35.004335002158086, 35.004335002158086, 35.00009047035968",2,2,19,35.00009047,-85.20340042
71,1,AL-26,"-85.1911475160199, 35.004335002158086, -85.1935980975963, 35.00009047035968, -85.19849926074903, 35.00009047035968, -85.20094984232549, 35.004335002158086, -85.19849926074903, 35.008579533956436, -85.1935980975963, 35.008579533956436, -85.1911475160199, 35.004335002158086","-85.1911475160199, -85.1935980975963, -85.19849926074903, -85.20094984232549, -85.19849926074903, -85.1935980975963, -85.1911475160199","35.004335002158086, 35.00009047035968, 35.00009047035968, 35.004335002158086, 35.008579533956436, 35.008579533956436, 35.004335002158086",8,2,11,35.004335,-85.19604868
72,45,AM-26,"-85.1837957712907, 35.00009047035968, -85.18624635286704, 34.995845938561274, -85.1911475160199, 34.995845938561274, -85.1935980975963, 35.00009047035968, -85.1911475160199, 35.004335002158086, -85.18624635286704, 35.004335002158086, -85.1837957712907, 35.00009047035968","-85.1837957712907, -85.18624635286704, -85.1911475160199, -85.1935980975963, -85.1911475160199, -85.18624635286704, -85.1837957712907","35.00009047035968, 34.995845938561274, 34.995845938561274, 35.00009047035968, 35.004335002158086, 35.004335002158086, 35.00009047035968",2,2,19,35.00009047,-85.18869693
73,2,AN-26,"-85.17644402656146, 35.004335002158086, -85.17889460813785, 35.00009047035968, -85.1837957712907, 35.00009047035968, -85.18624635286704, 35.004335002158086, -85.1837957712907, 35.008579533956436, -85.17889460813785, 35.008579533956436, -85.17644402656146, 35.004335002158086","-85.17644402656146, -85.17889460813785, -85.1837957712907, -85.18624635286704, -85.1837957712907, -85.17889460813785, -85.17644402656146","35.004335002158086, 35.00009047035968, 35.00009047035968, 35.004335002158086, 35.008579533956436, 35.008579533956436, 35.004335002158086",2,2,19,35.004335,-85.18134519
74,2,AO-26,"-85.16909228183226, 35.00009047035968, -85.17154286340872, 34.995845938561274, -85.17644402656146, 34.995845938561274, -85.17889460813785, 35.00009047035968, -85.17644402656146, 35.004335002158086, -85.17154286340872, 35.004335002158086, -85.16909228183226, 35.00009047035968","-85.16909228183226, -85.17154286340872, -85.17644402656146, -85.17889460813785, -85.17644402656146, -85.17154286340872, -85.16909228183226","35.00009047035968, 34.995845938561274, 34.995845938561274, 35.00009047035968, 35.004335002158086, 35.004335002158086, 35.00009047035968",2,2,19,35.00009047,-85.17399344
75,18,AP-26,"-85.16174053710313, 35.004335002158086, -85.16419111867953, 35.00009047035968, -85.16909228183226, 35.00009047035968, -85.17154286340872, 35.004335002158086, -85.16909228183226, 35.008579533956436, -85.16419111867953, 35.008579533956436, -85.16174053710313, 35.004335002158086","-85.16174053710313, -85.16419111867953, -85.16909228183226, -85.17154286340872, -85.16909228183226, -85.16419111867953, -85.16174053710313","35.004335002158086, 35.00009047035968, 35.00009047035968, 35.004335002158086, 35.008579533956436, 35.008579533956436, 35.004335002158086",2,2,17,35.004335,-85.1666417
