,Accident,Latitude,Longitude,Date,Time,Address,Route,Log_Mile,City,Event,Conditions,EventBefore,ConditionBefore,Hour,Temperature,Temp_Max,Temp_Min,Monthly_Avg_Temp,Daily_Avg_Temp,Relative_Temp,Dewpoint,Humidity,Month,Weekday,Visibility,Cloud_Coverage,Precipitation_Type,Precipitation_Intensity,Precip_Intensity_Max,Precip_Intensity_Time,Clear,Cloudy,Rain,Fog,Snow,RainBefore,Terrain,Land_Use,Access_Control,Illumination,Operation,Speed_Limit,Thru_Lanes,Num_Lanes,Ad_Sys,Gov_Cont,Func_Class,AADT,DHV,Pavement_Width,Pavement_Type,Unix
1339,,34.9961882365,-85.0053070336,2019-03-03,13:52:47,,330D941001,0.204,,rain,Rain,cloudy,Overcast,13,44.46,48.04,39.51,,,,44.46,1,3,6,0,0.99,rain,0.0393,0.2474,1551643200,0,0,1,0,0,0,2,0,0,,2,,2,2,11,2,9,,,16,15,
1338,,35.0387290719,-85.2408102551,2019-03-03,14:08:49,,330B391001,0.059,,rain,Heavy Rain,cloudy,Overcast,14,44.07,49.39,39.14,,,,44.07,1,3,6,1.32,0.98,rain,0.0357,0.2666,1551639600,0,0,1,0,0,0,2,7,0,1,2,,1,1,12,4,19,,,12,6,
1337,,35.1038104332,-85.0879359975,2019-03-03,13:14:21,,330F780001,0,,rain,Rain,cloudy,Overcast,13,43.98,47.69,39.62,,,,43.98,1,3,6,0.08,0.99,rain,0.0383,0.2494,1551639600,0,0,1,0,0,0,,,,,,,,,,,,,,,,
1336,,35.1982673926,-85.1747993839,2019-03-03,13:13:08,,330F124001,0.186,,rain,Heavy Rain,cloudy,Overcast,13,43.08,48.45,39.39,,,,43.08,1,3,6,0.08,0.97,rain,0.0382,0.2589,1551639600,0,0,1,0,0,0,2,7,0,,2,30,2,2,11,2,19,,,26,15,
1335,,35.0805963903,-85.2014940625,2019-03-03,13:10:04,,330D211001,0.019,,rain,Rain,cloudy,Overcast,13,43.67,49.07,39.18,,,,43.67,1,3,6,0.95,0.98,rain,0.0371,0.2584,1551639600,0,0,1,0,0,0,2,0,0,,2,,2,2,12,4,19,,,20,15,
1334,,35.0230491242,-85.1123161327,2019-03-03,12:51:56,,330F433001,0.039,,rain,Light Rain,cloudy,Overcast,12,47.77,48.43,39,,,,46.09,0.94,3,6,5.98,0.99,rain,0.0374,0.2402,1551639600,0,0,1,0,0,0,2,0,0,,2,,2,2,11,2,19,,,22,15,
1333,,35.0272214828,-85.1582259363,2019-03-03,12:47:48,,3304988001,3.065,,rain,Light Rain,cloudy,Overcast,12,48.09,49.16,39.97,,,,45.86,0.92,3,6,6.16,0.98,rain,0.0362,0.2406,1551639600,0,0,1,0,0,0,2,4,0,1,2,30,2,2,18,4,16,9540,12,18,15,
1332,,35.3253884316,-84.9711856795,2019-03-03,12:45:06,,330E172001,0.127,,rain,Rain,cloudy,Overcast,12,45.1,45.79,39.75,,,,44.87,0.99,3,6,2.59,0.97,rain,0.0418,0.257,1551639600,0,0,1,0,0,0,2,0,0,,2,30,2,2,11,2,9,,,22,6,
1331,,35.1219064147,-85.0882271705,2019-03-03,12:38:20,,3302205001,2.702,,rain,Rain,cloudy,Overcast,12,47.54,47.61,39.8,,,,45.59,0.93,3,6,4.26,0.99,rain,0.0381,0.2504,1551639600,0,0,1,0,0,0,2,0,0,,2,40,2,2,18,2,16,3390,11,22,15,
1330,,35.1262550816,-85.1950925077,2019-03-03,12:37:34,,330E964001,0.004,,rain,Rain,cloudy,Overcast,12,47.08,48.76,39.59,,,,45.07,0.93,3,6,4.25,0.98,rain,0.0375,0.261,1551639600,0,0,1,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,26,15,
1329,,35.1474915065,-85.2685945867,2019-03-03,12:30:28,,330C871001,0.045,,rain,Rain,cloudy,Overcast,12,46.69,48.89,38.7,,,,44.65,0.93,3,6,3.8,0.98,rain,0.037,0.2433,1551639600,0,0,1,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,16,15,
1328,,35.0656167734,-85.115309465,2019-03-03,12:29:16,,330E024001,0.013,,rain,Rain,cloudy,Overcast,12,47.5,48.76,39.08,,,,45.81,0.94,3,6,5.26,0.99,rain,0.0374,0.242,1551639600,0,0,1,0,0,0,2,7,0,,2,30,2,2,11,2,19,,,26,15,
1327,,35.0110711423,-85.1689302155,2019-03-03,12:06:32,,330E397001,0.293,,rain,Light Rain,cloudy,Overcast,12,48.15,49.31,40.02,,,,45.92,0.92,3,6,6.54,0.98,rain,0.036,0.2418,1551639600,0,0,1,0,0,0,2,7,0,,2,,1,1,12,4,19,,,8,6,
1326,,35.0160292909,-85.0999062595,2019-03-03,11:59:18,,330F416001,0.146,,cloudy,Overcast,cloudy,Overcast,11,45.49,48.47,39.63,,,,43.31,0.92,3,6,3.14,0.99,rain,0.0377,0.2386,1551639600,0,1,0,0,0,0,2,7,0,,2,,2,2,11,2,19,,,26,15,
1325,,35.0959981167,-85.0654483168,2019-03-03,11:49:40,,330E822001,0.101,,cloudy,Overcast,cloudy,Overcast,11,45.23,47.68,39.85,,,,43.16,0.92,3,6,2.71,0.99,rain,0.0386,0.2481,1551639600,0,1,0,0,0,0,2,7,0,,2,20,2,2,11,2,19,,,26,15,
1324,,35.0473871771,-85.163231681,2019-03-03,11:34:18,,330E634001,0.154,,cloudy,Overcast,cloudy,Overcast,11,45.96,49.12,40.01,,,,43,0.89,3,6,2.15,0.98,rain,0.0362,0.245,1551639600,0,1,0,0,0,0,2,4,0,1,2,,2,2,12,4,19,,,26,15,
1323,,35.3429529119,-85.0912589595,2019-03-03,11:16:56,,330G149001,0,,rain,Light Rain,cloudy,Overcast,11,41.98,45.49,39.7,,,,41.98,1,3,6,1.78,0.96,rain,0.0412,0.2434,1551639600,0,0,1,0,0,0,,,,,,,,,,,,,,,,
1322,,35.0176965852,-85.2053588591,2019-03-03,11:12:39,,330B051001,0.042,,cloudy,Overcast,cloudy,Overcast,11,46.17,49.5,39.86,,,,42.94,0.88,3,6,2.5,0.98,rain,0.0354,0.2438,1551639600,0,1,0,0,0,0,2,2,0,,2,,2,2,12,4,19,,,26,15,
1321,,35.2171584698,-85.154260517,2019-03-03,11:00:06,,330D896001,0.047,,rain,Light Rain,cloudy,Overcast,11,44.91,48.25,39.36,,,,42.61,0.92,3,6,0,0.97,rain,0.0387,0.259,1551639600,0,0,1,0,0,0,2,7,0,,2,,2,2,11,2,19,,,18,15,
1320,,35.0347964938,-85.2438551774,2019-03-03,10:59:28,,330B688001,0.301,,cloudy,Overcast,cloudy,Overcast,10,46.91,49.42,39.06,,,,43.21,0.87,3,6,10,0.98,rain,0.0357,0.2673,1551639600,0,1,0,0,0,0,2,7,0,,2,,2,2,12,4,19,,,30,15,
1319,,35.1483995584,-85.0504490403,2019-03-03,10:59:03,,330F630001,0.075,,cloudy,Overcast,cloudy,Overcast,10,46.13,47.68,40.31,,,,43.41,0.9,3,6,9.71,0.97,rain,0.0401,0.2675,1551639600,0,1,0,0,0,0,2,7,0,1,2,,2,2,11,2,19,,,26,15,
1318,,35.042126885,-85.2724379118,2019-03-03,10:51:13,,330A700001,0.029,,cloudy,Overcast,cloudy,Overcast,10,47.11,49.53,39.58,,,,43.21,0.86,3,6,9.55,0.98,rain,0.0355,0.2701,1551639600,0,1,0,0,0,0,2,0,0,,2,,2,2,12,4,19,,,22,6,
1317,,35.0470048335,-85.2572230563,2019-03-03,10:46:46,,330B557001,0.097,,cloudy,Overcast,cloudy,Overcast,10,46.88,51.58,39.16,,,,43.16,0.87,3,6,9.66,0.98,rain,0.0359,0.2688,1551639600,0,1,0,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,30,15,
1316,,35.082102702,-85.2032588733,2019-03-03,09:36:19,,330D218001,0.064,,cloudy,Overcast,cloudy,Overcast,9,45.77,49.05,39.09,,,,41.78,0.86,3,6,2.33,0.98,rain,0.0371,0.2584,1551639600,0,1,0,0,0,0,2,7,0,,2,,2,2,12,4,19,,,16,15,
1315,,35.1070496706,-85.2824209596,2019-03-03,07:39:56,,330A133001,0.011,,cloudy,Overcast,cloudy,Overcast,7,46.8,49.58,39.7,,,,40.92,0.8,3,6,4.99,0.98,rain,0.036,0.248,1551639600,0,1,0,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,16,15,
1314,,35.1729387689,-85.1153377414,2019-03-03,03:10:37,,330E105001,0.033,,partly-cloudy-night,Mostly Cloudy,cloudy,Overcast,3,48.06,48.11,39.78,,,,40.49,0.75,3,6,10,0.97,rain,0.039,0.2654,1551639600,0,1,0,0,0,0,2,7,0,,2,,2,2,11,2,19,,,18,15,
1313,,35.1275319984,-85.2777533763,2019-03-03,02:22:25,,330C704001,0.641,,cloudy,Overcast,cloudy,Overcast,2,48.73,48.73,38.45,,,,39.78,0.71,3,6,7.73,0.98,rain,0.0364,0.2443,1551639600,0,1,0,0,0,0,2,7,0,,2,25,2,2,12,4,19,,,18,15,
1312,,35.071730017,-85.188304647,2019-03-03,00:57:08,,330E659001,0.132,,cloudy,Overcast,partly-cloudy-night,Mostly Cloudy,0,51.03,58.07,45.51,,,,41.06,0.69,3,6,6.51,0.78,NA,0,0.0001,1551567600,0,1,0,0,0,0,2,5,0,1,2,,2,2,12,4,19,,,30,15,
1311,,35.199578009,-85.2054857953,2019-03-03,00:20:12,,330D071001,0.346,,cloudy,Overcast,partly-cloudy-night,Mostly Cloudy,0,50.02,56.58,43.98,,,,41.19,0.72,3,6,8.42,0.83,NA,0,0.0001,1551538800,0,1,0,0,0,0,2,7,0,,2,30,2,2,11,2,19,,,26,15,
1310,,35.0602642801,-85.0145825567,2019-03-02,23:32:56,,330D952001,2.681,,partly-cloudy-night,Mostly Cloudy,partly-cloudy-night,Mostly Cloudy,23,48.84,57.13,45.44,,,,39.94,0.71,3,5,2.34,0.78,NA,0,0.0003,1551517200,0,1,0,0,0,0,2,0,0,,2,35,2,2,12,4,19,,,18,15,
1309,,35.0003102389,-85.1897722221,2019-03-02,23:20:49,,330C293001,0,,partly-cloudy-night,Mostly Cloudy,partly-cloudy-night,Mostly Cloudy,23,49.67,58.8,46.16,,,,41.28,0.73,3,5,3.32,0.79,NA,0,0.0002,1551567600,0,1,0,0,0,0,,,,,,,,,,,,,,,,
1308,,35.2343648014,-85.158772397,2019-03-02,23:17:23,,330G182001,0.016,,partly-cloudy-night,Mostly Cloudy,partly-cloudy-night,Mostly Cloudy,23,47.16,56.78,43.77,,,,40.07,0.76,3,5,9.72,0.83,NA,0,0.0001,1551520800,0,1,0,0,0,0,2,0,0,,2,,1,1,12,4,19,,,12,15,
1307,,35.1895213562,-85.09473515,2019-03-02,22:54:36,,330E782001,0.022,,partly-cloudy-night,Mostly Cloudy,partly-cloudy-night,Mostly Cloudy,22,48.49,57.04,44.4,,,,40.37,0.73,3,5,9.83,0.83,NA,0,0.0002,1551520800,0,1,0,0,0,0,2,7,0,,2,,2,2,11,2,19,,,22,15,
1306,,35.0417164409,-85.2874669195,2019-03-02,20:39:42,,330A383001,0.004,,partly-cloudy-night,Mostly Cloudy,cloudy,Overcast,20,52,58.3,45.69,,,,41.28,0.67,3,5,5.33,0.87,NA,0,0.0001,1551567600,0,1,0,0,0,0,2,0,0,,2,,2,2,12,4,19,,,26,15,
1305,,35.0263012867,-85.1557121486,2019-03-02,20:12:37,,330E628001,0,,partly-cloudy-night,Mostly Cloudy,partly-cloudy-night,Mostly Cloudy,20,52.99,58.56,45.94,,,,41.51,0.65,3,5,6.18,0.78,NA,0,0.0001,1551567600,0,1,0,0,0,0,,,,,,,,,,,,,,,,
1304,,35.0164880946,-85.2738304973,2019-03-02,19:48:39,,330A562001,0.04,,cloudy,Overcast,partly-cloudy-night,Mostly Cloudy,19,55.37,58.28,45.83,,,,42.21,0.61,3,5,5.26,0.79,NA,0,0.0002,1551567600,0,1,0,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,15,15,
1303,,35.0760117346,-84.99743286,2019-03-02,19:46:37,,330D956001,0.088,,cloudy,Overcast,partly-cloudy-night,Mostly Cloudy,19,54.09,57.03,44.81,,,,42.55,0.65,3,5,7.83,0.8,NA,0,0.0003,1551520800,0,1,0,0,0,0,2,0,0,,2,,2,2,11,2,19,,,18,15,
1302,,35.3376048981,-85.0666629108,2019-03-02,19:43:15,,330D802001,2.001,,cloudy,Overcast,partly-cloudy-night,Mostly Cloudy,19,52.28,55.32,41.74,,,,41.3,0.66,3,5,9.24,0.84,NA,0,0.0001,1551520800,0,1,0,0,0,0,,,,,,,,,,,,,,,,
1301,,35.1232066724,-85.2552954361,2019-03-02,19:28:56,,330C794001,0.042,,cloudy,Overcast,cloudy,Overcast,19,54.19,57.5,44.96,,,,40.74,0.6,3,5,7.92,0.86,NA,0,0.0001,1551538800,0,1,0,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,22,15,
1300,,35.236194832,-85.1978034647,2019-03-02,19:20:59,,330G200001,0.003,,cloudy,Overcast,partly-cloudy-night,Mostly Cloudy,19,52.62,56.89,43.66,,,,40.93,0.64,3,5,8.83,0.83,NA,0,0.0001,1551538800,0,1,0,0,0,0,2,2,0,,2,,2,2,12,4,19,,,24,15,
1299,,35.167705617,-85.1943752962,2019-03-02,18:59:38,,330F147001,0.13,,cloudy,Overcast,cloudy,Overcast,18,55.66,57.02,44.38,,,,41.77,0.59,3,5,8.01,0.83,NA,0,0.0001,1551538800,0,1,0,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,26,15,
1298,,35.1275686807,-85.0362161336,2019-03-02,18:41:46,,330F269001,0.041,,cloudy,Overcast,partly-cloudy-night,Mostly Cloudy,18,55.51,57.04,44.7,,,,42.37,0.61,3,5,7.58,0.8,NA,0,0.0002,1551517200,0,1,0,0,0,0,2,0,0,,2,,2,2,11,2,19,,,24,4,
1297,,35.2628863003,-85.0934636372,2019-03-02,18:39:44,,330E151001,0.317,,cloudy,Overcast,partly-cloudy-night,Mostly Cloudy,18,54.3,56.01,40.18,,,,41.38,0.62,3,5,8.86,0.83,NA,0,0.0002,1551520800,0,1,0,0,0,0,2,0,0,,2,,2,2,11,2,9,,,24,15,
1296,,35.0840569629,-85.2000114306,2019-03-02,18:35:00,,330D216001,0.042,,cloudy,Overcast,cloudy,Overcast,18,56.47,57.72,45.31,,,,42.48,0.59,3,5,5.64,0.86,NA,0,0.0001,1551567600,0,1,0,0,0,0,2,0,0,,2,,2,2,12,4,19,,,18,15,
1295,,35.0992648858,-85.2293694239,2019-03-02,18:05:58,,330D452001,0.19,,cloudy,Overcast,cloudy,Overcast,18,56.45,57.93,45.34,,,,42.32,0.59,3,5,5.35,0.86,NA,0,0.0001,1551538800,0,1,0,0,0,0,2,9,0,,2,20,2,2,20,67,19,,,16,15,
1294,,35.1364185799,-85.2548938759,2019-03-02,17:37:51,,330C843001,0.038,,partly-cloudy-day,Mostly Cloudy,cloudy,Overcast,17,57.09,57.4,44.81,,,,42,0.57,3,5,7.66,0.86,NA,0,0.0001,1551538800,0,1,0,0,0,0,2,7,0,,2,,2,2,12,4,19,,,26,15,
1293,,35.1189174168,-85.1532344095,2019-03-02,17:02:04,,330D357001,0.048,,partly-cloudy-day,Mostly Cloudy,cloudy,Overcast,17,57.67,57.67,44.97,,,,42.15,0.56,3,5,6.18,0.85,NA,0,0.0001,1551538800,0,1,0,0,0,0,2,7,0,,2,,2,2,11,2,19,,,22,15,
1292,,34.9968886709,-85.3545013758,2019-03-02,16:56:10,,330C145001,0.074,,partly-cloudy-day,Partly Cloudy,cloudy,Overcast,16,53.31,53.31,43.74,,,,42.58,0.67,3,5,5.74,0.84,NA,0,0.0001,1551567600,0,1,0,0,0,0,2,7,0,,2,,2,2,12,4,19,,,18,15,
1291,,35.1269655545,-85.0948703059,2019-03-02,16:35:54,,330F819001,0.058,,clear-day,Clear,partly-cloudy-night,Mostly Cloudy,16,57.61,57.61,44.87,,,,42.39,0.57,3,5,8.77,0.8,NA,0,0.0002,1551517200,1,0,0,0,0,0,2,7,0,,2,,2,2,11,2,19,,,26,15,
1290,,35.0324441393,-85.2281799236,2019-03-02,15:54:46,,330B139001,0.092,,clear-day,Clear,partly-cloudy-night,Mostly Cloudy,15,56.56,58.34,45.79,,,,41.58,0.57,3,5,8.1,0.79,NA,0,0.0002,1551567600,1,0,0,0,0,0,2,0,0,,2,,2,2,12,4,19,,,22,15,
1289,,35.0292369172,-85.2714346651,2019-03-02,15:40:55,,330A512001,0.096,,partly-cloudy-day,Mostly Cloudy,cloudy,Overcast,15,56.59,58.27,45.79,,,,41.72,0.57,3,5,7.68,0.87,NA,0,0.0002,1551567600,0,1,0,0,0,0,2,7,0,1,2,30,2,2,12,4,19,,,30,15,
1288,,35.0243158653,-85.2664819909,2019-03-02,14:33:06,,330A538001,0.135,,clear-day,Clear,partly-cloudy-night,Mostly Cloudy,14,54.09,58.14,45.74,,,,40.8,0.61,3,5,6.06,0.79,NA,0,0.0002,1551567600,1,0,0,0,0,0,2,7,0,1,2,30,2,2,12,4,19,,,30,15,
1287,,35.0226303459,-85.2893181379,2019-03-02,14:03:48,,330A591001,0.012,,partly-cloudy-day,Mostly Cloudy,cloudy,Overcast,14,54.25,58.42,45.88,,,,40.89,0.61,3,5,5.74,0.87,NA,0,0.0001,1551567600,0,1,0,0,0,0,2,2,0,1,2,,2,2,12,4,19,,,30,15,
1286,,35.136232804,-85.3348806278,2019-03-02,13:31:24,,330C483001,0.014,,partly-cloudy-day,Mostly Cloudy,cloudy,Overcast,13,48.81,52.14,43.01,,,,40.27,0.72,3,5,7.21,0.86,NA,0,0.0001,1551538800,0,1,0,0,0,0,2,7,0,,2,,2,2,12,4,19,,,14,15,
1285,,35.0434723084,-85.0555739435,2019-03-02,13:18:58,,330E022001,0.245,,partly-cloudy-day,Mostly Cloudy,partly-cloudy-night,Mostly Cloudy,13,51.29,57.51,45.7,,,,40.61,0.67,3,5,6.65,0.78,NA,0,0.0002,1551517200,0,1,0,0,0,0,,,,,,,,,,,,,,,,
1284,,35.0024637129,-85.2772226188,2019-03-02,13:14:08,,330A993001,0.09,,partly-cloudy-day,Mostly Cloudy,cloudy,Overcast,13,52.12,57.84,45.83,,,,40.62,0.65,3,5,5.72,0.79,NA,0,0.0002,1551567600,0,1,0,0,0,0,2,7,0,1,2,30,2,2,12,4,19,,,30,15,
1283,,35.2927507486,-85.235188946,2019-03-02,13:13:15,,330D738001,0.015,,partly-cloudy-day,Partly Cloudy,partly-cloudy-night,Mostly Cloudy,13,48.76,51.99,41.14,,,,40.68,0.74,3,5,8.96,0.83,NA,0,0.0001,1551538800,0,1,0,0,0,0,2,0,0,,2,,2,2,11,2,9,,,14,6,
1282,,35.1854984888,-85.2601199119,2019-03-02,13:02:07,,330F225001,0.073,,partly-cloudy-day,Mostly Cloudy,cloudy,Overcast,13,51.58,57.03,44.02,,,,40.51,0.66,3,5,7.96,0.84,NA,0,0.0001,1551538800,0,1,0,0,0,0,2,7,0,,2,,2,2,11,2,19,,,24,15,
1281,,34.9968284174,-85.1405081024,2019-03-02,13:00:49,,330E569001,0.537,,partly-cloudy-day,Mostly Cloudy,partly-cloudy-night,Mostly Cloudy,13,52.32,58.56,46.06,,,,40.81,0.65,3,5,6.01,0.78,NA,0,0.0002,1551567600,0,1,0,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,28,15,
1280,,35.3152328507,-85.1243739613,2019-03-02,12:36:32,,330F076001,0.027,,partly-cloudy-day,Mostly Cloudy,partly-cloudy-night,Mostly Cloudy,12,45.75,55.64,39.92,,,,39.25,0.78,3,5,10,0.83,NA,0,0.0001,1551538800,0,1,0,0,0,0,2,7,0,,2,,2,2,11,2,9,,,24,15,
1279,,35.009809165,-85.282929373,2019-03-02,12:19:38,,330A981001,0.093,,partly-cloudy-day,Mostly Cloudy,cloudy,Overcast,12,49.55,58.54,45.96,,,,40.13,0.7,3,5,10,0.79,NA,0,0.0002,1551567600,0,1,0,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,30,15,
1278,,35.3493824574,-85.1464497103,2019-03-02,12:13:01,,330D763001,0.148,,partly-cloudy-day,Mostly Cloudy,partly-cloudy-night,Mostly Cloudy,12,45.7,54.9,40.2,,,,39.06,0.77,3,5,10,0.83,NA,0,0.0001,1551538800,0,1,0,0,0,0,3,0,0,,2,,2,2,11,2,9,,,14,6,
1277,,35.0418491425,-85.2150715891,2019-03-02,12:12:54,,330B130001,0.051,,partly-cloudy-day,Mostly Cloudy,partly-cloudy-night,Mostly Cloudy,12,49.41,58.47,45.81,,,,39.89,0.7,3,5,10,0.79,NA,0,0.0001,1551567600,0,1,0,0,0,0,2,7,0,1,2,10,2,2,12,4,19,,,22,15,
1276,,35.0205343765,-85.2835086507,2019-03-02,11:48:50,,330A577001,0.021,,cloudy,Overcast,cloudy,Overcast,11,49.4,58.41,45.9,,,,40.01,0.7,3,5,3.21,0.87,NA,0,0.0002,1551567600,0,1,0,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,18,15,
1275,,35.1350676858,-85.3271639508,2019-03-02,11:37:35,,330C401001,0.01,,cloudy,Overcast,cloudy,Overcast,11,46.21,52.32,43.1,,,,38.83,0.75,3,5,4.31,0.86,NA,0,0.0001,1551538800,0,1,0,0,0,0,2,0,0,,2,,2,2,12,4,19,,,18,15,
1274,,35.0862495154,-85.1979514135,2019-03-02,11:20:19,,330D229001,0.026,,cloudy,Overcast,cloudy,Overcast,11,48.63,57.66,45.3,,,,39.68,0.71,3,5,3.47,0.86,NA,0,0.0001,1551567600,0,1,0,0,0,0,3,0,0,,2,,2,2,12,4,19,,,26,15,
1273,,35.1305120883,-85.3037808658,2019-03-02,11:18:02,,330A150001,0.863,,cloudy,Overcast,cloudy,Overcast,11,47.91,57.54,44.71,,,,39.62,0.73,3,5,4.66,0.86,NA,0,0.0001,1551538800,0,1,0,0,0,0,2,0,0,,2,35,2,2,12,4,19,,,30,15,
1272,,35.0424933385,-85.3134414637,2019-03-02,11:03:29,,3304459001,0.249,,cloudy,Overcast,cloudy,Overcast,11,49.28,58.26,45.65,,,,39.94,0.7,3,5,2.52,0.85,NA,0,0.0001,1551567600,0,1,0,0,0,0,,,,,,,,,18,4,17,3730,12,10,15,
1271,,35.0823100215,-85.1792193112,2019-03-02,11:00:47,,330D249001,0.137,,cloudy,Overcast,partly-cloudy-night,Mostly Cloudy,11,48.66,57.38,45.37,,,,39.74,0.71,3,5,4.34,0.78,NA,0,0.0001,1551567600,0,1,0,0,0,0,2,7,0,,2,,2,2,12,4,19,,,20,15,
1270,,35.2946548941,-85.1106444661,2019-03-02,10:54:40,,330G159001,0.057,,partly-cloudy-day,Mostly Cloudy,partly-cloudy-night,Mostly Cloudy,10,40.59,55.95,39.83,,,,37.98,0.9,3,5,10,0.83,NA,0,0.0001,1551517200,0,1,0,0,0,0,2,7,0,,2,,2,2,11,2,9,,,26,15,
1269,,35.0986840607,-85.2909558057,2019-03-02,10:34:53,,330A136001,0.25,,partly-cloudy-day,Mostly Cloudy,cloudy,Overcast,10,46.69,57.88,46.69,,,,38.99,0.74,3,5,10,0.86,NA,0,0.0001,1551538800,0,1,0,0,0,0,2,7,0,,2,25,2,2,12,4,19,,,18,15,
1268,,34.9951474329,-85.2399474489,2019-03-02,10:33:30,,330B918001,0.094,,partly-cloudy-day,Mostly Cloudy,partly-cloudy-night,Mostly Cloudy,10,46.07,58.49,46.07,,,,39.84,0.79,3,5,10,0.79,NA,0,0.0002,1551567600,0,1,0,0,0,0,2,7,0,1,2,20,2,2,12,4,19,,,24,15,
1267,,35.1482589444,-85.3164908335,2019-03-02,10:29:32,,330C231001,0.027,,partly-cloudy-day,Mostly Cloudy,cloudy,Overcast,10,43.02,52.32,43.02,,,,38.61,0.84,3,5,10,0.86,NA,0,0.0001,1551538800,0,1,0,0,0,0,2,7,0,,2,,1,1,12,4,19,,,12,5,
1266,,35.141831768,-85.1896345962,2019-03-02,09:24:49,,330E925001,0.048,,cloudy,Overcast,cloudy,Overcast,9,45.96,57.05,44.54,,,,40.04,0.8,3,5,5.11,0.84,NA,0,0.0001,1551538800,0,1,0,0,0,0,2,7,0,,2,,2,2,12,4,19,,,26,15,
1265,,35.0997523299,-85.187359791,2019-03-02,08:49:23,,330D431001,0.011,,cloudy,Overcast,cloudy,Overcast,8,46.65,57.41,45.09,,,,39.74,0.77,3,5,4.22,0.86,NA,0,0.0001,1551538800,0,1,0,0,0,0,2,7,0,,2,,2,2,12,4,19,,,28,15,
1264,,35.1115014589,-85.1707641633,2019-03-02,08:41:25,,330D395001,0,,cloudy,Overcast,cloudy,Overcast,8,46.25,57.1,44.91,,,,39.69,0.78,3,5,4.48,0.86,NA,0,0.0001,1551538800,0,1,0,0,0,0,,,,,,,,,,,,,,,,
1263,,35.0238523029,-85.1876983943,2019-03-02,07:01:14,,3304995001,0.322,,cloudy,Overcast,partly-cloudy-night,Mostly Cloudy,7,47.3,58.33,45.85,,,,40.66,0.78,3,5,7.84,0.78,NA,0,0.0002,1551567600,0,1,0,0,0,0,2,7,0,1,2,30,2,2,18,4,17,4810,12,26,15,
1262,,35.2513092182,-85.1161356884,2019-03-02,06:41:05,,330D841001,0.007,,cloudy,Overcast,partly-cloudy-night,Mostly Cloudy,6,43.48,56.32,42.85,,,,40.36,0.89,3,5,10,0.83,NA,0,0.0002,1551520800,0,1,0,0,0,0,2,0,0,,2,,2,2,11,2,19,,,18,15,
1261,,35.01674667,-85.2677608851,2019-03-02,05:37:00,,330B341001,0.151,,partly-cloudy-night,Mostly Cloudy,partly-cloudy-night,Mostly Cloudy,5,48.39,57.46,45.65,,,,41.68,0.77,3,5,7.77,0.79,NA,0,0.0002,1551567600,0,1,0,0,0,0,2,0,0,,2,,2,2,12,4,19,,,16,15,
1260,,35.0338619061,-85.306812843,2019-03-02,05:01:30,,330A639001,0.131,,partly-cloudy-night,Mostly Cloudy,cloudy,Overcast,5,47.89,58.37,45.75,,,,40.94,0.77,3,5,7.45,0.85,NA,0,0.0001,1551567600,0,1,0,0,0,0,2,7,0,1,2,25,2,2,12,4,19,,,28,15,
1259,,35.0915336538,-85.3180198406,2019-03-02,03:58:31,,330C604001,0.032,,cloudy,Overcast,cloudy,Overcast,3,48.47,57.78,45.1,,,,40.48,0.74,3,5,8.46,0.87,NA,0,0.0001,1551538800,0,1,0,0,0,0,2,7,0,,2,,2,2,12,4,19,,,16,15,
1258,,35.1416317871,-85.3287158079,2019-03-02,03:56:01,,330C504001,0.137,,cloudy,Overcast,cloudy,Overcast,3,47.56,52.22,42.93,,,,41.09,0.78,3,5,6.19,0.87,NA,0,0.0001,1551538800,0,1,0,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,26,15,
1257,,35.1221976776,-85.2467772948,2019-03-02,03:48:00,,330C849001,0.209,,cloudy,Overcast,cloudy,Overcast,3,49.13,57.67,45.07,,,,40.34,0.72,3,5,9.24,0.86,NA,0,0.0001,1551538800,0,1,0,0,0,0,2,7,0,1,2,25,2,2,12,4,19,,,16,15,
1256,,34.9944857378,-85.2484910541,2019-03-02,03:05:00,,330B939001,0.052,,cloudy,Overcast,partly-cloudy-night,Mostly Cloudy,3,50.23,58.32,46.02,,,,41.55,0.72,3,5,8.21,0.79,NA,0,0.0002,1551567600,0,1,0,0,0,0,2,7,0,,2,,2,2,12,4,19,,,20,15,
1255,,35.0564483376,-85.0808839922,2019-03-02,01:10:56,,330F733001,0,,partly-cloudy-night,Mostly Cloudy,partly-cloudy-night,Mostly Cloudy,1,50.21,57.86,45.74,,,,41.84,0.73,3,5,8.34,0.78,NA,0,0.0002,1551517200,0,1,0,0,0,0,,,,,,,,,,,,,,,,
